0.003704, 0.148148, 50
0.014815, 0.222222, 50
0.033333, 0.370370, 50
0.059259, 0.518519, 50
0.092593, 0.666667, 50
0.133333, 0.814815, 50
0.181481, 0.962963, 50
0.237037, 1.111111, 50
0.300000, 1.259259, 50
0.370370, 1.407407, 50
0.448148, 1.555556, 50
0.533333, 1.703704, 50
0.625926, 1.851852, 50
0.725926, 2.000000, 50
0.833333, 2.148148, 50
0.948148, 2.296296, 50
1.070370, 2.444444, 50
1.200000, 2.592593, 50
1.337037, 2.740741, 50
1.481481, 2.888889, 50
1.633333, 3.037037, 50
1.792593, 3.185185, 50
1.959259, 3.333333, 50
2.133333, 3.481481, 50
2.314815, 3.629630, 50
2.503704, 3.777778, 50
2.700000, 3.925926, 50
2.900000, 4.000000, 50
3.100000, 4.000000, 50
3.300000, 4.000000, 50
3.500000, 4.000000, 50
3.700000, 4.000000, 50
3.900000, 4.000000, 50
4.100000, 4.000000, 50
4.300000, 4.000000, 50
4.500000, 4.000000, 50
4.700000, 4.000000, 50
4.900000, 4.000000, 50
5.100000, 4.000000, 50
5.300000, 4.000000, 50
5.500000, 4.000000, 50
5.700000, 4.000000, 50
5.900000, 4.000000, 50
6.100000, 4.000000, 50
6.300000, 4.000000, 50
6.500000, 4.000000, 50
6.700000, 4.000000, 50
6.900000, 4.000000, 50
7.100000, 4.000000, 50
7.300000, 4.000000, 50
7.500000, 4.000000, 50
7.700000, 4.000000, 50
7.900000, 4.000000, 50
8.100000, 4.000000, 50
8.300000, 4.000000, 50
8.500000, 4.000000, 50
8.700000, 4.000000, 50
8.900000, 4.000000, 50
9.100000, 4.000000, 50
9.300000, 4.000000, 50
9.500000, 4.000000, 50
9.700000, 4.000000, 50
9.900000, 4.000000, 50
10.100000, 4.000000, 50
10.300000, 4.000000, 50
10.500000, 4.000000, 50
10.700000, 4.000000, 50
10.900000, 4.000000, 50
11.100000, 4.000000, 50
11.300000, 4.000000, 50
11.500000, 4.000000, 50
11.700000, 4.000000, 50
11.900000, 4.000000, 50
12.100000, 4.000000, 50
12.300000, 4.000000, 50
12.500000, 4.000000, 50
12.700000, 4.000000, 50
12.900000, 4.000000, 50
13.100000, 4.000000, 50
13.300000, 4.000000, 50
13.500000, 4.000000, 50
13.700000, 4.000000, 50
13.900000, 4.000000, 50
14.100000, 4.000000, 50
14.300000, 4.000000, 50
14.500000, 4.000000, 50
14.700000, 4.000000, 50
14.900000, 4.000000, 50
15.065818, 3.316363, 50
15.212779, 2.939215, 50
15.359600, 2.936416, 50
15.506834, 2.944696, 50
15.655040, 2.964113, 50
15.804748, 2.994148, 50
15.956436, 3.033768, 50
16.110514, 3.081570, 50
16.267311, 3.135939, 50
16.427072, 3.195216, 50
16.589964, 3.257832, 50
16.756084, 3.322410, 50
16.925475, 3.387815, 50
17.098134, 3.453173, 50
17.274027, 3.517862, 50
17.453101, 3.581483, 50
17.635292, 3.643828, 50
17.820534, 3.704840, 50
18.008764, 3.764584, 50
18.199924, 3.823214, 50
18.393972, 3.880950, 50
18.590874, 3.938055, 50
18.790616, 3.994824, 50
18.993194, 4.051563, 50
19.198623, 4.108579, 50
19.406931, 4.166168, 50
19.618161, 4.224602, 50
19.832367, 4.284109, 50
20.049610, 4.344857, 50
20.269956, 4.406928, 50
20.493471, 4.470291, 50
20.717382, 4.478218, 50
20.937320, 4.398768, 50
21.151567, 4.284939, 50
21.359769, 4.164033, 50
21.561559, 4.035808, 50
21.756567, 3.900152, 50
21.944422, 3.757114, 50
22.124768, 3.606918, 50
22.297266, 3.449965, 50
22.461607, 3.286806, 50
22.617512, 3.118109, 50
22.764743, 2.944618, 50
22.903098, 2.767107, 50
23.032415, 2.586339, 50
23.152567, 2.403030, 50
23.263458, 2.217827, 50
23.365023, 2.031290, 50
23.457217, 1.843887, 50
23.540017, 1.655993, 50
23.613411, 1.467894, 50
23.677401, 1.279796, 50
23.731993, 1.091837, 50
23.777198, 0.904094, 50
23.813028, 0.716596, 50
23.839494, 0.529335, 50
23.856608, 0.342271, 50
23.864375, 0.155345, 50
23.865923, 0.030955, 50
23.865923, 0.000000, 50
