0.003704, 0.148148, 50
0.011970, 0.165321, 50
0.025736, 0.275332, 50
0.044989, 0.385050, 50
0.069708, 0.494378, 50
0.099870, 0.603241, 50
0.135450, 0.711594, 50
0.176421, 0.819432, 50
0.222761, 0.926800, 50
0.274451, 1.033803, 50
0.331483, 1.140625, 50
0.393859, 1.247535, 50
0.461604, 1.354903, 50
0.534765, 1.463208, 50
0.613417, 1.573043, 50
0.697672, 1.685109, 50
0.787683, 1.800205, 50
0.883643, 1.919201, 50
0.985793, 2.042998, 50
1.094417, 2.172481, 50
1.209840, 2.308459, 50
1.332420, 2.451613, 50
1.462542, 2.602440, 50
1.600603, 2.761224, 50
1.747005, 2.928024, 50
1.902139, 3.102682, 50
2.066382, 3.284868, 50
2.236901, 3.410374, 50
2.410595, 3.473893, 50
2.587411, 3.536318, 50
2.767280, 3.597365, 50
2.950125, 3.656916, 50
3.135875, 3.714984, 50
3.324459, 3.771680, 50
3.515818, 3.827190, 50
3.709906, 3.881754, 50
3.906688, 3.935647, 50
4.106146, 3.989165, 50
4.308277, 4.042618, 50
4.513093, 4.096317, 50
4.720621, 4.150566, 50
4.930904, 4.205648, 50
5.143995, 4.261821, 50
5.359960, 4.319292, 50
5.578870, 4.378207, 50
5.800801, 4.438621, 50
6.025825, 4.500474, 50
6.254002, 4.563551, 50
6.482808, 4.576125, 50
6.707778, 4.499397, 50
6.926821, 4.380859, 50
7.139551, 4.254590, 50
7.345568, 4.120356, 50
7.544475, 3.978123, 50
7.735879, 3.828084, 50
7.919411, 3.670649, 50
8.094733, 3.506428, 50
8.261542, 3.336182, 50
8.419580, 3.160771, 50
8.568635, 2.981092, 50
8.708537, 2.798034, 50
8.839158, 2.612426, 50
8.960408, 2.425011, 50
9.072230, 2.236426, 50
9.174590, 2.047198, 50
9.267477, 1.857739, 50
9.350895, 1.668360, 50
9.424858, 1.479276, 50
9.489390, 1.290624, 50
9.544513, 1.102472, 50
9.590255, 0.914836, 50
9.626639, 0.727685, 50
9.653687, 0.540956, 50
9.671415, 0.354561, 50
9.679835, 0.168393, 50
9.681719, 0.037677, 50
9.681719, 0.000000, 50
