0.003704, 0.148148, 50
0.018779, 0.301498, 50
0.043929, 0.503015, 50
0.079194, 0.705299, 50
0.124626, 0.908638, 50
0.180291, 1.113295, 50
0.246266, 1.319499, 50
0.322637, 1.527429, 50
0.409497, 1.737195, 50
0.506938, 1.948810, 50
0.615046, 2.162164, 50
0.733895, 2.376985, 50
0.863535, 2.592799, 50
1.003979, 2.808889, 50
1.155192, 3.024258, 50
1.317073, 3.237610, 50
1.489440, 3.447344, 50
1.672020, 3.651596, 50
1.864436, 3.848313, 50
2.066205, 4.035385, 50
2.276745, 4.210810, 50
2.495389, 4.372883, 50
2.721408, 4.520371, 50
2.954040, 4.652644, 50
3.192526, 4.769725, 50
3.436139, 4.872252, 50
3.684207, 4.961354, 50
3.931600, 4.947861, 50
4.173666, 4.841324, 50
4.410544, 4.737552, 50
4.642404, 4.637208, 50
4.869430, 4.540524, 50
5.091801, 4.447414, 50
5.309679, 4.357562, 50
5.523204, 4.270493, 50
5.732485, 4.185628, 50
5.937601, 4.102322, 50
6.138595, 4.019888, 50
6.335477, 3.937624, 50
6.528218, 3.854820, 50
6.716757, 3.770780, 50
6.900999, 3.684837, 50
7.080817, 3.596373, 50
7.256060, 3.504858, 50
7.426555, 3.409890, 50
7.592118, 3.311260, 50
7.752569, 3.209033, 50
7.907752, 3.103650, 50
8.056146, 2.967885, 50
8.195243, 2.781946, 50
8.324317, 2.581466, 50
8.444069, 2.395049, 50
8.555248, 2.223589, 50
8.658619, 2.067420, 50
8.754931, 1.926227, 50
8.844884, 1.799058, 50
8.929105, 1.684417, 50
9.008126, 1.580422, 50
9.082375, 1.484991, 50
9.152176, 1.396025, 50
9.217754, 1.311554, 50
9.279246, 1.229841, 50
9.336718, 1.149441, 50
9.390179, 1.069212, 50
9.439594, 0.988305, 50
9.484901, 0.906134, 50
9.526018, 0.822333, 50
9.562853, 0.736718, 50
9.595316, 0.649247, 50
9.623315, 0.559986, 50
9.646769, 0.469085, 50
9.665607, 0.376749, 50
9.679768, 0.283227, 50
9.689208, 0.188797, 50
9.693896, 0.093752, 50
9.695048, 0.023054, 50
9.695048, 0.000000, 50
